Task,Method,Sampler,Model,Batch,Seed,Size,r2,mae,rmse,rmse-rel,pearson,spearman
qm9_alpha,embedding,none,none,none,3,100,0.44908,0.56429,0.74224,0.74224,0.68921,0.70391
qm9_homo,penultimate,none,none,none,2,100,0.30304,0.59929,0.83484,0.83484,0.58231,0.60661
polygas_CO2,hallucinate,none,none,none,6,100,0.73461,0.31767,0.51516,0.51516,0.86392,0.8843
polymer_density,hallucinate,none,none,none,6,100,0.4393,0.48817,0.7488,0.7488,0.72143,0.70494
esol,hallucinate,none,none,none,6,100,0.76721,0.3638,0.48249,0.48249,0.87789,0.85248
pcqm4mv2_small,ensemble,none,none,none,9,100,0.56079,0.49437,0.66273,0.66273,0.75673,0.74041
qm9_zpve,ensemble,none,none,none,1,100,0.85842,0.28394,0.37627,0.37627,0.93112,0.92415
qm9_lumo,ensemble,none,none,none,4,100,0.72574,0.40698,0.52369,0.52369,0.85236,0.84779
lipo,hallucinate,none,none,none,4,100,0.16238,0.71329,0.91521,0.91521,0.45676,0.43193
qm9_mu,ensemble,none,none,none,5,100,0.15145,0.67668,0.92117,0.92117,0.4316,0.47187
polygas_O2,hallucinate,none,none,none,5,100,0.7521,0.3069,0.4979,0.4979,0.86868,0.88331
qm9_homo,ensemble,none,none,none,1,100,0.49978,0.52787,0.70726,0.70726,0.70738,0.65652
polymer_o2,hallucinate,none,none,none,7,100,0.53555,0.29273,0.68151,0.68151,0.74128,0.19405
polymer_o2,hallucinate,none,none,none,6,100,0.84777,0.19988,0.39017,0.39017,0.92121,0.20965
qm9_cv,ensemble,none,none,none,4,100,0.64521,0.45768,0.59564,0.59564,0.80417,0.78778
qm9_u298,ensemble,none,none,none,1,100,0.56067,0.4554,0.66282,0.66282,0.75102,0.76882
chain_gap,hallucinate,none,none,none,7,100,0.70105,0.39206,0.54676,0.54676,0.83863,0.85583
qm9_h298,ensemble,none,none,none,4,100,0.55282,0.52124,0.66872,0.66872,0.77862,0.77965
qm9_g298,ensemble,none,none,none,9,100,0.50615,0.48844,0.70274,0.70274,0.72109,0.74835
qm9_u0,ensemble,none,none,none,4,100,0.53393,0.51375,0.6827,0.6827,0.74651,0.76108
qm9_u298,ensemble,none,none,none,6,100,0.5399,0.50599,0.67831,0.67831,0.75233,0.75397
qm9_lumo,ensemble,none,none,none,7,100,0.78333,0.35898,0.46548,0.46548,0.88574,0.88584
qm9_r2,ensemble,none,none,none,0,100,0.52407,0.51877,0.68987,0.68987,0.73007,0.63088
pcqm4mv2_small,ensemble,none,none,none,1,100,0.56621,0.49646,0.65863,0.65863,0.7536,0.73601
polymer_density,hallucinate,none,none,none,8,100,0.65052,0.34981,0.59117,0.59117,0.81097,0.84717
qm9_gap,ensemble,none,none,none,3,100,0.66499,0.45018,0.5788,0.5788,0.82066,0.81774
polymer_tg,hallucinate,none,none,none,3,100,0.68034,0.42527,0.56539,0.56539,0.84226,0.83984
polymer_o2,hallucinate,none,none,none,2,100,0.8248,0.22065,0.41856,0.41856,0.90889,0.48193
qm9_gap,ensemble,none,none,none,9,100,0.73527,0.38882,0.51452,0.51452,0.85831,0.87102
polygas_CO2,hallucinate,none,none,none,3,100,0.7447,0.30813,0.50528,0.50528,0.86307,0.87749
polymer_tg,hallucinate,none,none,none,8,100,0.68007,0.43158,0.56562,0.56562,0.83378,0.84907
qm9_cv,ensemble,none,none,none,6,100,0.69323,0.43995,0.55387,0.55387,0.85285,0.8536
qm9_h298,ensemble,none,none,none,8,100,0.52588,0.48839,0.68856,0.68856,0.72707,0.73569
chain_gap,hallucinate,none,none,none,8,100,0.6805,0.41524,0.56524,0.56524,0.82767,0.84321
bace,hallucinate,none,none,none,2,100,0.4027,0.6103,0.77285,0.77285,0.65804,0.61758
polymer_tg,hallucinate,none,none,none,9,100,0.66265,0.43624,0.58082,0.58082,0.83277,0.83618
polymer_mt,hallucinate,none,none,none,0,100,0.30449,0.64962,0.83397,0.83397,0.597,0.58553
qm9_alpha,ensemble,none,none,none,1,100,0.49216,0.51712,0.71263,0.71263,0.7026,0.72208
bace,hallucinate,none,none,none,1,100,0.4311,0.58375,0.75425,0.75425,0.67811,0.62943
qm9_g298,ensemble,none,none,none,1,100,0.51846,0.48334,0.69393,0.69393,0.72594,0.72933
polymer_o2,hallucinate,none,none,none,1,100,-0.02474,0.20331,1.01229,1.01229,0.0471,0.28407
qm9_g298,ensemble,none,none,none,6,100,0.57303,0.49129,0.65343,0.65343,0.75814,0.74601
qm9_homo,ensemble,none,none,none,6,100,0.53702,0.51261,0.68043,0.68043,0.74098,0.67568
qm9_h298,ensemble,none,none,none,3,100,0.54764,0.45324,0.67258,0.67258,0.74284,0.77569
qm9_u298,ensemble,none,none,none,8,100,0.56642,0.48132,0.65847,0.65847,0.75421,0.75178
polymer_mt,hallucinate,none,none,none,9,100,0.33871,0.60917,0.81319,0.81319,0.65343,0.63695
polymer_tg,hallucinate,none,none,none,0,100,0.58775,0.49617,0.64207,0.64207,0.8028,0.80875
logp,hallucinate,none,none,none,1,100,0.4355,0.55924,0.75133,0.75133,0.66095,0.63895
logp,hallucinate,none,none,none,6,100,0.50652,0.52642,0.70248,0.70248,0.71807,0.70568
logp,hallucinate,none,none,none,4,100,0.282,0.65661,0.84735,0.84735,0.62959,0.60166
logp,hallucinate,none,none,none,3,100,0.47427,0.54881,0.72507,0.72507,0.691,0.68459
logp,hallucinate,none,none,none,2,100,0.43487,0.58217,0.75175,0.75175,0.67552,0.65945
logp,hallucinate,none,none,none,8,100,0.45359,0.53744,0.7392,0.7392,0.67498,0.66786
polymer_tg,hallucinate,none,none,none,7,100,0.57532,0.48087,0.65167,0.65167,0.80379,0.81058
polymer_tg,hallucinate,none,none,none,6,100,0.68976,0.43196,0.55699,0.55699,0.83843,0.84012
logp,hallucinate,none,none,none,7,100,0.45124,0.55882,0.74078,0.74078,0.67212,0.67192
logp,hallucinate,none,none,none,5,100,0.45996,0.57441,0.73487,0.73487,0.68185,0.65033
pcqm4mv2_small,hallucinate,none,none,none,1,100,0.60829,0.47137,0.62587,0.62587,0.78032,0.77318
pcqm4mv2_small,hallucinate,none,none,none,4,100,0.47206,0.56817,0.7266,0.7266,0.73745,0.72422
pcqm4mv2_small,hallucinate,none,none,none,8,100,0.55895,0.49677,0.66412,0.66412,0.77867,0.75429
pcqm4mv2_small,hallucinate,none,none,none,5,100,0.52803,0.5225,0.687,0.687,0.76636,0.72858
pcqm4mv2_small,hallucinate,none,none,none,2,100,0.57666,0.49742,0.65065,0.65065,0.77409,0.75731
pcqm4mv2_small,hallucinate,none,none,none,9,100,0.56244,0.50093,0.66148,0.66148,0.76134,0.75887
pcqm4mv2_small,hallucinate,none,none,none,3,100,0.57739,0.49081,0.65008,0.65008,0.76203,0.74734
pcqm4mv2_small,hallucinate,none,none,none,7,100,0.59835,0.47997,0.63376,0.63376,0.78006,0.76426
qm9_h298,hallucinate,none,none,none,8,100,0.64707,0.4452,0.59408,0.59408,0.81475,0.79416
qm9_h298,hallucinate,none,none,none,7,100,0.55407,0.5133,0.66778,0.66778,0.75085,0.71294
qm9_gap,hallucinate,none,none,none,0,100,0.72191,0.40741,0.52734,0.52734,0.85154,0.85378
qm9_h298,hallucinate,none,none,none,6,100,0.48463,0.55784,0.71789,0.71789,0.7938,0.74416
qm9_h298,hallucinate,none,none,none,0,100,0.38267,0.629,0.7857,0.7857,0.81494,0.78912
qm9_h298,hallucinate,none,none,none,3,100,0.66047,0.46884,0.58269,0.58269,0.83684,0.78083
qm9_h298,hallucinate,none,none,none,2,100,0.51052,0.55374,0.69963,0.69963,0.77603,0.73728
qm9_h298,hallucinate,none,none,none,5,100,0.64854,0.4306,0.59284,0.59284,0.80535,0.78853
qm9_gap,hallucinate,none,none,none,3,100,0.74316,0.3948,0.5068,0.5068,0.86445,0.86665
qm9_h298,hallucinate,none,none,none,1,100,0.68108,0.42796,0.56473,0.56473,0.83154,0.8002
qm9_gap,hallucinate,none,none,none,5,100,0.74128,0.39745,0.50864,0.50864,0.86184,0.87494
qm9_gap,hallucinate,none,none,none,2,100,0.74871,0.38681,0.50129,0.50129,0.87181,0.87894
qm9_h298,hallucinate,none,none,none,9,100,0.24186,0.69062,0.87071,0.87071,0.7132,0.65209
qm9_u0,hallucinate,none,none,none,4,100,0.33213,0.67458,0.81723,0.81723,0.80959,0.75919
qm9_alpha,hallucinate,none,none,none,1,100,0.58554,0.51929,0.64379,0.64379,0.84582,0.83219
qm9_mu,hallucinate,none,none,none,6,100,0.23224,0.63522,0.87622,0.87622,0.55301,0.56596
qm9_cv,hallucinate,none,none,none,1,100,0.7747,0.35751,0.47465,0.47465,0.88534,0.88205
qm9_homo,hallucinate,none,none,none,2,100,0.44509,0.57569,0.74492,0.74492,0.69978,0.61627
qm9_zpve,hallucinate,none,none,none,1,100,0.87194,0.2865,0.35786,0.35786,0.94667,0.94249
qm9_r2,hallucinate,none,none,none,4,100,0.43044,0.58521,0.7547,0.7547,0.7398,0.60901
qm9_cv,hallucinate,none,none,none,9,100,0.71524,0.42833,0.53362,0.53362,0.88911,0.87507
qm9_g298,hallucinate,none,none,none,3,100,0.67156,0.42307,0.5731,0.5731,0.81976,0.80584
qm9_u0,hallucinate,none,none,none,1,100,0.59417,0.47376,0.63705,0.63705,0.77165,0.74547
qm9_r2,hallucinate,none,none,none,9,100,0.5755,0.49655,0.65154,0.65154,0.76938,0.68008
qm9_mu,hallucinate,none,none,none,5,100,0.12586,0.69644,0.93495,0.93495,0.53526,0.5463
qm9_r2,hallucinate,none,none,none,6,100,0.68245,0.43203,0.56352,0.56352,0.82825,0.75414
qm9_r2,hallucinate,none,none,none,1,100,0.52732,0.50366,0.68752,0.68752,0.76346,0.6745
qm9_g298,hallucinate,none,none,none,6,100,0.6013,0.49529,0.63143,0.63143,0.81704,0.79307
qm9_u0,hallucinate,none,none,none,2,100,0.53742,0.53992,0.68014,0.68014,0.77996,0.72969
qm9_homo,hallucinate,none,none,none,7,100,0.34414,0.61988,0.80985,0.80985,0.64251,0.56855
qm9_u298,hallucinate,none,none,none,7,100,0.63354,0.48411,0.60536,0.60536,0.82845,0.78398
qm9_gap,hallucinate,none,none,none,4,100,0.65909,0.45097,0.58387,0.58387,0.83871,0.84778
qm9_zpve,hallucinate,none,none,none,2,100,0.87351,0.28321,0.35565,0.35565,0.94231,0.94068
qm9_mu,hallucinate,none,none,none,8,100,0.19569,0.66241,0.89683,0.89683,0.47998,0.51082
qm9_gap,hallucinate,none,none,none,7,100,0.72471,0.403,0.52468,0.52468,0.85224,0.86806
qm9_u0,hallucinate,none,none,none,0,100,0.56735,0.5177,0.65776,0.65776,0.78139,0.74745
qm9_cv,hallucinate,none,none,none,3,100,0.66798,0.46398,0.57621,0.57621,0.84288,0.81667
qm9_zpve,hallucinate,none,none,none,5,100,0.90759,0.23427,0.30399,0.30399,0.95408,0.95099
qm9_r2,hallucinate,none,none,none,5,100,0.61062,0.47854,0.624,0.624,0.80129,0.70432
qm9_homo,hallucinate,none,none,none,1,100,0.50966,0.54192,0.70025,0.70025,0.71801,0.63647
qm9_mu,hallucinate,none,none,none,2,100,0.19279,0.67244,0.89845,0.89845,0.45967,0.4433
qm9_lumo,hallucinate,none,none,none,9,100,0.73849,0.40591,0.51138,0.51138,0.88101,0.87316
qm9_gap,hallucinate,none,none,none,1,100,0.72113,0.40651,0.52809,0.52809,0.85047,0.85368
qm9_zpve,hallucinate,none,none,none,7,100,0.91152,0.22958,0.29745,0.29745,0.95591,0.95063
qm9_lumo,hallucinate,none,none,none,8,100,0.59525,0.50427,0.6362,0.6362,0.8058,0.8036
qm9_alpha,hallucinate,none,none,none,8,100,0.53639,0.53392,0.68089,0.68089,0.75246,0.7126
qm9_zpve,hallucinate,none,none,none,4,100,0.84382,0.31416,0.3952,0.3952,0.92245,0.90977
qm9_h298,hallucinate,none,none,none,4,100,0.29299,0.70298,0.84084,0.84084,0.79983,0.74406
qm9_u0,hallucinate,none,none,none,6,100,0.69336,0.42915,0.55375,0.55375,0.83661,0.80669
qm9_mu,hallucinate,none,none,none,3,100,0.15986,0.70242,0.91659,0.91659,0.47384,0.44784
qm9_homo,hallucinate,none,none,none,4,100,0.54551,0.51655,0.67416,0.67416,0.74142,0.68709
qm9_u298,hallucinate,none,none,none,3,100,0.64897,0.46049,0.59248,0.59248,0.82556,0.80016
qm9_gap,hallucinate,none,none,none,9,100,0.69883,0.42218,0.54879,0.54879,0.84107,0.85526
qm9_alpha,hallucinate,none,none,none,5,100,0.33852,0.5591,0.81332,0.81332,0.63911,0.66092
qm9_homo,hallucinate,none,none,none,0,100,0.4993,0.53236,0.7076,0.7076,0.71376,0.66859
qm9_g298,hallucinate,none,none,none,7,100,0.44635,0.50182,0.74408,0.74408,0.70034,0.70695
qm9_g298,hallucinate,none,none,none,4,100,0.02999,0.79999,0.98489,0.98489,0.68613,0.65099
qm9_alpha,hallucinate,none,none,none,6,100,0.38925,0.6173,0.7815,0.7815,0.75588,0.73128
qm9_r2,hallucinate,none,none,none,3,100,0.44481,0.54704,0.74511,0.74511,0.73172,0.63347
qm9_alpha,hallucinate,none,none,none,2,100,0.60363,0.48698,0.62958,0.62958,0.81006,0.80255
qm9_r2,hallucinate,none,none,none,7,100,0.65019,0.45577,0.59144,0.59144,0.81693,0.73566
qm9_g298,hallucinate,none,none,none,9,100,0.36045,0.65616,0.79972,0.79972,0.79629,0.7441
qm9_u298,hallucinate,none,none,none,9,100,0.65697,0.47038,0.58569,0.58569,0.85248,0.82503
qm9_cv,hallucinate,none,none,none,7,100,0.75512,0.37431,0.49485,0.49485,0.8703,0.86988
qm9_mu,hallucinate,none,none,none,4,100,-0.0935,0.79842,1.04571,1.04571,0.1219,0.14505
qm9_u298,hallucinate,none,none,none,1,100,0.51341,0.43915,0.69756,0.69756,0.74458,0.76666
qm9_lumo,hallucinate,none,none,none,0,100,0.72888,0.40937,0.52069,0.52069,0.86471,0.85974
qm9_lumo,hallucinate,none,none,none,2,100,0.75738,0.38188,0.49257,0.49257,0.87189,0.86897
qm9_mu,hallucinate,none,none,none,1,100,0.01177,0.7621,0.9941,0.9941,0.44447,0.43444
qm9_u298,hallucinate,none,none,none,2,100,0.58136,0.52884,0.64702,0.64702,0.84846,0.80423
qm9_homo,hallucinate,none,none,none,5,100,0.4951,0.53869,0.71056,0.71056,0.70539,0.6501
qm9_gap,hallucinate,none,none,none,8,100,0.69768,0.43055,0.54984,0.54984,0.84456,0.85696
qm9_zpve,hallucinate,none,none,none,8,100,0.87312,0.28304,0.3562,0.3562,0.94608,0.93596
qm9_cv,hallucinate,none,none,none,5,100,0.77909,0.36318,0.47001,0.47001,0.88372,0.87766
qm9_cv,hallucinate,none,none,none,2,100,0.6984,0.42458,0.54918,0.54918,0.84569,0.83578
qm9_alpha,hallucinate,none,none,none,7,100,0.55359,0.53663,0.66814,0.66814,0.81895,0.79637
qm9_zpve,hallucinate,none,none,none,3,100,0.89473,0.25328,0.32445,0.32445,0.94715,0.94168
qm9_r2,hallucinate,none,none,none,0,100,0.3993,0.61289,0.77505,0.77505,0.70498,0.56467
qm9_u0,hallucinate,none,none,none,8,100,0.70409,0.4073,0.54397,0.54397,0.84286,0.81336
qm9_lumo,hallucinate,none,none,none,4,100,0.70223,0.43019,0.54568,0.54568,0.85294,0.85201
qm9_mu,hallucinate,none,none,none,7,100,0.18501,0.68051,0.90277,0.90277,0.46192,0.44529
qm9_g298,hallucinate,none,none,none,1,100,0.76248,0.35776,0.48736,0.48736,0.87535,0.86959
freesolv,random,none,none,none,0,100,0.79034,0.29936,0.45788,0.45788,0.89809,0.89023
freesolv,random,none,none,none,4,100,0.78615,0.29618,0.46244,0.46244,0.8885,0.89767
polygas_He,random,none,none,none,0,100,0.7331,0.3175,0.51662,0.51662,0.86013,0.86731
polygas_CO2,random,none,none,none,9,100,0.70485,0.35705,0.54328,0.54328,0.84816,0.85326
sublimation,random,none,none,none,5,100,0.68739,0.39589,0.55911,0.55911,0.8314,0.82529
sublimation,random,none,none,none,2,100,0.63276,0.41172,0.606,0.606,0.7956,0.78991
sublimation,random,none,none,none,3,100,0.70383,0.37376,0.54422,0.54422,0.84379,0.85522
sublimation,random,none,none,none,8,100,0.6717,0.39014,0.57298,0.57298,0.82188,0.83478
sublimation,random,none,none,none,1,100,0.68775,0.37907,0.55879,0.55879,0.84585,0.85193
polymer_density,random,none,none,none,8,100,0.55148,0.41142,0.66972,0.66972,0.74341,0.80801
polymer_density,random,none,none,none,1,100,0.56283,0.38602,0.66119,0.66119,0.75267,0.80889
polymer_density,random,none,none,none,9,100,0.57546,0.40394,0.65157,0.65157,0.7687,0.78417
polymer_density,random,none,none,none,5,100,0.60932,0.3748,0.62504,0.62504,0.78074,0.8077
freesolv,embedding,none,none,none,2,100,0.81965,0.2752,0.42468,0.42468,0.90851,0.91603
chain_gap,random,none,none,none,5,100,0.72124,0.37337,0.52798,0.52798,0.85616,0.86892
sublimation,embedding,none,none,none,6,100,0.70958,0.37808,0.5389,0.5389,0.84237,0.85113
sublimation,penultimate,none,none,none,3,100,0.60357,0.4388,0.62962,0.62962,0.77818,0.76952
polygas_He,embedding,none,none,none,9,100,0.74717,0.30457,0.50282,0.50282,0.86639,0.89003
polygas_H2,embedding,none,none,none,5,100,0.64677,0.37613,0.59433,0.59433,0.80775,0.82691
polygas_H2,penultimate,none,none,none,4,100,0.73786,0.32204,0.51199,0.51199,0.85955,0.87843
polygas_N2,embedding,none,none,none,0,100,0.79351,0.28895,0.45441,0.45441,0.8924,0.89828
polygas_He,penultimate,none,none,none,7,100,0.71372,0.33155,0.53506,0.53506,0.84854,0.86383
polygas_N2,embedding,none,none,none,7,100,0.76656,0.30281,0.48316,0.48316,0.8771,0.87953
lipo,random,none,none,none,3,100,0.19505,0.69956,0.89719,0.89719,0.51076,0.46965
lipo,random,none,none,none,1,100,0.17293,0.70184,0.90943,0.90943,0.47574,0.44099
polygas_CH4,embedding,none,none,none,2,100,0.72961,0.31914,0.51999,0.51999,0.86092,0.87281
polygas_O2,penultimate,none,none,none,6,100,0.72496,0.31882,0.52444,0.52444,0.85718,0.86524
polygas_He,penultimate,none,none,none,0,100,0.75901,0.29966,0.49091,0.49091,0.87224,0.88733
esol,penultimate,none,none,none,9,100,0.79483,0.33264,0.45296,0.45296,0.89454,0.88154
polygas_CO2,embedding,none,none,none,5,100,0.67842,0.35067,0.56708,0.56708,0.82688,0.84546
polymer_mt,penultimate,none,none,none,5,100,0.36069,0.59367,0.79957,0.79957,0.61958,0.6046
lipo,embedding,none,none,none,8,100,0.09606,0.73789,0.95076,0.95076,0.41481,0.39101
polymer_mt,penultimate,none,none,none,9,100,0.29835,0.62298,0.83765,0.83765,0.66086,0.65123
lipo,embedding,none,none,none,7,100,0.20144,0.69324,0.89362,0.89362,0.49247,0.46992
lipo,penultimate,none,none,none,6,100,0.24853,0.67567,0.86687,0.86687,0.52318,0.5052
lipo,embedding,none,none,none,5,100,0.21082,0.6884,0.88836,0.88836,0.50116,0.4924
lipo,embedding,none,none,none,3,100,0.15189,0.70935,0.92093,0.92093,0.42874,0.42963
lipo,penultimate,none,none,none,4,100,0.19377,0.70776,0.8979,0.8979,0.47234,0.45761
lipo,embedding,none,none,none,9,100,0.17318,0.71274,0.9093,0.9093,0.44006,0.44067
polymer_tg,random,none,none,none,1,100,0.71792,0.39648,0.53111,0.53111,0.84849,0.86408
polymer_tg,random,none,none,none,9,100,0.67171,0.42476,0.57297,0.57297,0.82785,0.84184
freesolv,ensemble,none,none,none,2,100,0.84153,0.28169,0.39808,0.39808,0.91817,0.89922
esol,ensemble,none,none,none,0,100,0.79769,0.33422,0.44979,0.44979,0.90074,0.88476
sublimation,ensemble,none,none,none,7,100,0.69284,0.37699,0.55422,0.55422,0.84013,0.84358
sublimation,ensemble,none,none,none,2,100,0.75754,0.35611,0.4924,0.4924,0.87037,0.86115
polymer_tg,embedding,none,none,none,7,100,0.70077,0.40418,0.54702,0.54702,0.83969,0.84783
polymer_tg,embedding,none,none,none,8,100,0.61258,0.45008,0.62243,0.62243,0.81449,0.83479
polymer_tg,penultimate,none,none,none,9,100,0.6866,0.41506,0.55982,0.55982,0.83569,0.84945
polymer_tg,penultimate,none,none,none,2,100,0.63727,0.44831,0.60227,0.60227,0.8026,0.81279
polygas_He,ensemble,none,none,none,4,100,0.70867,0.32851,0.53975,0.53975,0.84646,0.85433
polygas_CH4,ensemble,none,none,none,3,100,0.72185,0.33351,0.5274,0.5274,0.85139,0.86963
polygas_CO2,ensemble,none,none,none,8,100,0.6411,0.35053,0.59908,0.59908,0.82229,0.84048
chain_gap,ensemble,none,none,none,5,100,0.72081,0.37227,0.52839,0.52839,0.84957,0.86304
lipo,ensemble,none,none,none,6,100,0.20058,0.70158,0.8941,0.8941,0.49057,0.45655
lipo,ensemble,none,none,none,0,100,0.22616,0.69207,0.87968,0.87968,0.50072,0.45837
lipo,ensemble,none,none,none,4,100,0.2452,0.67833,0.86879,0.86879,0.52481,0.48214
lipo,ensemble,none,none,none,5,100,0.27031,0.65879,0.85422,0.85422,0.54591,0.51044
lipo,ensemble,none,none,none,8,100,0.23969,0.68658,0.87196,0.87196,0.50982,0.46896
polymer_mt,ensemble,none,none,none,5,100,0.42435,0.56923,0.75872,0.75872,0.65333,0.64855
logp,ensemble,none,none,none,1,100,0.54853,0.49866,0.67192,0.67192,0.75345,0.72829
pcqm4mv2_small,random,none,none,none,4,100,0.56796,0.49075,0.65729,0.65729,0.75675,0.77091
pcqm4mv2_small,random,none,none,none,9,100,0.56836,0.49246,0.65699,0.65699,0.75547,0.75865
pcqm4mv2_small,random,none,none,none,5,100,0.58773,0.48311,0.64208,0.64208,0.76667,0.75687
pcqm4mv2_small,embedding,none,none,none,1,100,0.55815,0.49995,0.66472,0.66472,0.74865,0.748
pcqm4mv2_small,embedding,none,none,none,2,100,0.55885,0.49482,0.66419,0.66419,0.75448,0.75644
pcqm4mv2_small,penultimate,none,none,none,0,100,0.56367,0.49301,0.66055,0.66055,0.76546,0.75468
pcqm4mv2_small,penultimate,none,none,none,8,100,0.57,0.49394,0.65574,0.65574,0.76246,0.76
qm9_cv,random,none,none,none,1,100,0.74923,0.36535,0.50077,0.50077,0.86649,0.87172
qm9_lumo,random,none,none,none,5,100,0.78524,0.34844,0.46342,0.46342,0.88643,0.88386
qm9_u298,random,none,none,none,0,100,0.50709,0.49745,0.70208,0.70208,0.71465,0.73129
qm9_cv,random,none,none,none,5,100,0.66498,0.43837,0.57881,0.57881,0.81699,0.81918
qm9_cv,random,none,none,none,7,100,0.67009,0.4113,0.57438,0.57438,0.82317,0.82743
qm9_u0,random,none,none,none,0,100,0.54148,0.475,0.67714,0.67714,0.73621,0.75653
qm9_gap,random,none,none,none,3,100,0.73116,0.39166,0.5185,0.5185,0.85711,0.86728
qm9_lumo,random,none,none,none,1,100,0.7735,0.36375,0.47592,0.47592,0.88482,0.88315
qm9_homo,random,none,none,none,5,100,0.43008,0.54803,0.75493,0.75493,0.65717,0.66891
qm9_r2,random,none,none,none,5,100,0.57364,0.4803,0.65297,0.65297,0.75976,0.71395
qm9_alpha,random,none,none,none,0,100,0.55151,0.48547,0.66969,0.66969,0.74498,0.75903
qm9_alpha,random,none,none,none,4,100,0.51763,0.49142,0.69453,0.69453,0.72558,0.74784
qm9_homo,random,none,none,none,6,100,0.4506,0.55086,0.74122,0.74122,0.67548,0.63414
qm9_alpha,random,none,none,none,1,100,0.55536,0.48737,0.66682,0.66682,0.75031,0.76973
qm9_u0,random,none,none,none,6,100,0.55994,0.481,0.66337,0.66337,0.75389,0.77256
qm9_g298,random,none,none,none,5,100,0.62701,0.45494,0.61073,0.61073,0.7933,0.78508
qm9_h298,random,none,none,none,8,100,0.57705,0.45621,0.65035,0.65035,0.76393,0.7738
qm9_u0,random,none,none,none,5,100,0.6289,0.43607,0.60918,0.60918,0.7971,0.78491
qm9_r2,random,none,none,none,6,100,0.55441,0.49642,0.66752,0.66752,0.74464,0.67698
freesolv,hallucinate,none,none,none,0,100,0.78854,0.32661,0.45985,0.45985,0.89041,0.85525
freesolv,hallucinate,none,none,none,4,100,0.8275,0.29384,0.41533,0.41533,0.91102,0.8827
qm9_lumo,random,none,none,none,8,100,0.74651,0.38554,0.50348,0.50348,0.86879,0.86133
qm9_h298,embedding,none,none,none,8,100,0.548,0.4985,0.67231,0.67231,0.7508,0.76107
qm9_homo,random,none,none,none,0,100,0.40423,0.57013,0.77186,0.77186,0.6439,0.59846
qm9_u298,embedding,none,none,none,3,100,0.55183,0.48594,0.66946,0.66946,0.74736,0.7555
qm9_cv,embedding,none,none,none,9,100,0.60358,0.47441,0.62962,0.62962,0.79087,0.78834
qm9_r2,embedding,none,none,none,4,100,0.54806,0.4951,0.67227,0.67227,0.75208,0.70522
qm9_u298,embedding,none,none,none,9,100,0.48903,0.52847,0.71482,0.71482,0.70624,0.72182
qm9_u298,embedding,none,none,none,8,100,0.52361,0.51586,0.69021,0.69021,0.73538,0.75055
qm9_u298,embedding,none,none,none,2,100,0.53757,0.49944,0.68002,0.68002,0.73452,0.75038
qm9_zpve,penultimate,none,none,none,0,100,0.82494,0.32299,0.4184,0.4184,0.91024,0.90447
qm9_lumo,embedding,none,none,none,8,100,0.79541,0.34413,0.45232,0.45232,0.89523,0.89578
qm9_zpve,embedding,none,none,none,5,100,0.82496,0.31538,0.41838,0.41838,0.91711,0.91766
qm9_mu,penultimate,none,none,none,8,100,0.19314,0.66525,0.89825,0.89825,0.49835,0.52157
qm9_zpve,penultimate,none,none,none,7,100,0.81786,0.32731,0.42678,0.42678,0.90732,0.90285
qm9_lumo,embedding,none,none,none,9,100,0.77294,0.3581,0.47651,0.47651,0.8796,0.87213
qm9_lumo,penultimate,none,none,none,0,100,0.79129,0.34555,0.45685,0.45685,0.89096,0.89149
qm9_mu,embedding,none,none,none,3,100,0.2154,0.64769,0.88577,0.88577,0.5011,0.52678
qm9_homo,embedding,none,none,none,1,100,0.44534,0.55673,0.74476,0.74476,0.67921,0.63174
qm9_lumo,penultimate,none,none,none,5,100,0.73281,0.39144,0.5169,0.5169,0.86828,0.86825
qm9_zpve,embedding,none,none,none,2,100,0.83104,0.30296,0.41105,0.41105,0.92225,0.91789
qm9_u298,penultimate,none,none,none,4,100,0.46825,0.5455,0.72921,0.72921,0.70146,0.71054
qm9_u0,embedding,none,none,none,5,100,0.46033,0.53054,0.73462,0.73462,0.70224,0.73016
qm9_homo,penultimate,none,none,none,0,100,0.43299,0.56034,0.753,0.753,0.66499,0.65562
qm9_homo,embedding,none,none,none,6,100,0.41262,0.56835,0.76641,0.76641,0.65229,0.62032
qm9_cv,penultimate,none,none,none,5,100,0.65601,0.44762,0.58651,0.58651,0.81063,0.81064
qm9_cv,embedding,none,none,none,8,100,0.63607,0.45115,0.60327,0.60327,0.79842,0.79177
qm9_mu,penultimate,none,none,none,1,100,0.19502,0.65244,0.89721,0.89721,0.49184,0.51458
qm9_mu,embedding,none,none,none,5,100,0.28658,0.60997,0.84464,0.84464,0.54955,0.59036
qm9_u298,penultimate,none,none,none,1,100,0.50283,0.51501,0.7051,0.7051,0.71954,0.75001
qm9_zpve,penultimate,none,none,none,5,100,0.85661,0.28701,0.37867,0.37867,0.9288,0.92359
