,polymer_dD,polymer_dP,polymer_dH,solv_dD,solv_dP,solv_dH,Mw (Da),PDI,ϕ,P (MPa),target
1045,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.1844,0.47,37.68
1046,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.2291,3.02,63.67
1047,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.1432,5.24,164.83
1048,18.3,3.6,3.03,16.06,0.22,0.47,670000.0,1.1,0.06246,0.1,219.81
1049,18.3,3.6,3.03,15.51,10.18,6.73,8000.0,1.09,0.17693,1.02,-20.17
1050,14.0,6.51,6.76,15.11,15.72,38.81,8420.0,1.25,0.21112,0.1,288.2
1051,18.3,3.6,3.03,16.07,0.18,0.55,13500.0,1.06,0.1234,0.45,18.63
1052,14.0,6.51,6.76,15.11,15.72,38.81,3350.0,1.6,0.04379,0.1,240.5
1053,13.8,3.38,4.26,13.81,0.19,0.17,16370.0,1.11,0.03423,0.1,155.1
1054,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,13.94,53.35
1055,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0132,15.77,50.94
1056,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.11406,14.48,22.19
1057,18.3,3.6,3.03,16.06,0.22,0.47,17300.0,1.06,0.1182,0.1,22.84
1058,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.09618,0.24,12.04
1059,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.1087,0.35,-3.81
1060,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.2265,1.35,37.3
1061,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.03611,1.55,157.37
1062,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.18284,1.28,10.65
1063,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.00206,9.72,130.0
1064,15.6,7.41,4.86,16.05,5.63,3.84,596000.0,1.04,0.0722,0.1,60.12
1065,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.17486,11.05,29.93
1066,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04552,3.38,172.46
1067,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0432,0.1,30.48
1068,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.09048,5.88,54.23
1069,14.0,6.51,6.76,15.11,15.72,38.81,11615.0,1.11,0.0241,0.1,136.45
1070,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.1944,0.1,116.1
1071,13.7,3.48,2.56,14.52,0.14,0.16,27700.0,1.99,0.07071,7.58,150.0
1072,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.10303,10.89,245.85
1073,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.08248,7.05,29.54
1074,18.3,3.6,3.03,16.8,0.19,0.95,45300.0,1.01,0.1514,0.1,14.0
1075,18.3,3.6,3.03,15.59,5.93,7.25,100000.0,1.06,0.0043,0.1,174.5
1076,18.3,3.6,3.03,16.8,0.19,0.95,20400.0,1.06,0.03606,0.1,4.9
1077,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.1264,0.1,20.43
1078,18.3,3.6,3.03,16.8,0.19,0.95,190500.0,2.29,0.1167,0.1,24.67
1079,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00856,0.1,23.0
1080,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0566,0.1,23.83
1081,16.3,9.79,7.12,15.11,15.72,38.81,144000.0,2.06,0.02799,26.25,38.55
1082,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.02564,15.72,170.0
1083,17.5,2.82,2.73,15.7,4.47,6.46,61400.0,1.05,0.00407,0.1,209.5
1084,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.09173,2.2,172.29
1085,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.0416,0.1,115.9
1086,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,2.77,156.27
1087,18.3,3.6,3.03,16.07,0.18,0.55,25000.0,1.06,0.12261,1.15,30.04
1088,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.02985,13.17,150.0
1089,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.05318,0.55,32.04
1090,17.5,2.82,2.73,15.7,4.47,6.46,61400.0,1.05,0.10929,0.1,-11.1
1091,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.19234,31.97,19.37
1092,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0977,4.16,23.29
1093,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.0426,0.1,49.68
1094,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,12.36,32.71
1095,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,37.31,47.0
1096,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.13458,0.79,43.42
1097,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.1397,2.37,14.76
1098,13.8,3.38,4.26,13.11,1.34,1.95,31120.0,1.02,0.147,0.1,166.9
1099,18.3,3.6,3.03,16.8,0.19,0.95,280000.0,4.83,0.01953,0.1,20.0
1100,17.2,3.53,1.84,16.08,15.6,4.73,27200.0,1.03,0.1087,4.46,-4.17
1101,13.7,3.48,2.56,15.48,1.43,2.27,105000.0,2.44,0.07113,3.07,261.75
1102,14.0,6.51,6.76,15.11,15.72,38.81,151000.0,3.7,0.005,0.1,112.8
1103,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.02017,0.1,25.0
1104,18.3,3.6,3.03,14.52,0.14,0.16,1240.0,1.07,0.1549,0.1,12.55
1105,14.0,6.51,6.76,15.11,15.72,38.81,15481.0,1.27,0.2008,0.1,116.2
1106,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.02741,0.1,18.5
1107,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.3253,0.1,137.35
1108,18.3,3.6,3.03,15.53,0.16,0.23,1240.0,1.07,0.06897,0.1,-1.65
1109,18.3,3.6,3.03,16.8,0.19,0.95,37000.0,1.06,0.18216,0.1,12.16
1110,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.02278,0.1,33.45
1111,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0886,0.1,23.64
1112,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.212,0.1,23.3
1113,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.05859,3.82,21.9
1114,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.01548,4.9,56.2
1115,18.3,3.6,3.03,17.31,5.07,12.86,4215.0,1.07,0.04732,0.1,41.86
1116,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03383,7.3,55.36
1117,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.12638,0.26,50.38
1118,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,0.98,131.59
1119,13.7,3.48,2.56,15.12,0.15,0.21,15500.0,1.08,0.06044,3.4,189.96
1120,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.14328,4.06,-5.17
1121,18.3,3.6,3.03,16.8,0.19,0.95,335500.0,1.69,0.02893,0.1,25.22
1122,18.3,3.6,3.03,16.8,0.19,0.95,394000.0,1.05,0.05289,0.1,27.55
1123,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.15992,4.52,155.71
1124,17.2,3.53,1.84,15.51,10.18,6.73,26900.0,1.06,0.25721,0.84,-1.89
1125,18.3,3.6,3.03,16.67,0.1,1.48,184000.0,1.07,0.09058,0.1,5.5
1126,15.6,7.41,4.86,16.05,5.63,3.84,48600.0,1.05,0.0691,0.1,34.29
1127,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.11749,0.5,33.85
1128,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.15522,0.1,19.52
1129,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,3.07,71.82
1130,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.1252,0.72,75.64
1131,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0812,3.1,49.29
1132,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0487,0.1,23.81
1133,18.3,3.6,3.03,15.26,14.41,5.54,22000.0,1.03,0.03388,3.23,43.6
1134,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1388,2.45,23.9
1135,18.3,3.6,3.03,15.08,4.12,5.69,233000.0,1.06,0.0857,0.1,130.2
1136,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0833,0.1,23.83
1137,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,36.49,45.98
1138,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.07483,18.93,20.39
1139,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.00805,4.35,55.22
1140,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.15784,51.78,19.55
1141,18.3,3.6,3.03,16.06,0.22,0.47,181000.0,1.06,0.0094,0.1,50.58
1142,18.3,3.6,3.03,16.08,15.6,4.73,129200.0,1.03,0.0645,4.25,48.99
1143,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.18837,80.0,21.1
1144,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.21859,2.97,96.63
1145,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.01593,6.49,201.25
1146,18.3,3.6,3.03,14.67,0.13,0.15,1240.0,1.07,0.07158,0.1,10.85
1147,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.23404,8.53,20.27
1148,18.3,3.6,3.03,16.06,0.22,0.47,46400.0,1.06,0.0623,0.1,39.01
1149,18.3,3.6,3.03,15.3,2.65,0.56,123000.0,1.06,0.036,0.1,24.24
1150,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,5.2,34.29
1151,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,6.6,51.79
1152,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.1094,2.61,139.41
1153,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.06,0.06246,0.1,224.1
1154,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0218,0.1,30.48
1155,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.21117,4.4,-3.62
1156,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.0207,0.1,61.48
1157,18.3,3.6,3.03,16.8,0.19,0.95,286000.0,2.2,0.01694,0.1,25.85
1158,18.3,3.6,3.03,16.8,0.19,0.95,423300.0,1.24,0.03288,0.1,25.69
1159,16.3,9.79,7.12,15.11,15.72,38.81,53000.0,1.47,0.46792,0.1,26.57
1160,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.06789,5.58,190.19
1161,13.7,3.48,2.56,15.12,0.15,0.21,60360.0,2.57,0.01065,2.6,170.1
1162,18.3,3.6,3.03,15.51,10.18,6.73,24700.0,1.04,0.01362,29.68,-10.15
1163,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.1131,0.1,28.52
1164,15.2,2.6,3.31,15.88,6.1,15.39,252000.0,1.15,0.1188,0.1,29.65
1165,18.3,3.6,3.03,16.06,0.22,0.47,37000.0,1.06,0.03828,0.1,33.4
1166,18.3,3.6,3.03,16.06,0.22,0.47,719000.0,1.06,0.0783,0.1,61.12
1167,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.16581,40.0,20.78
1168,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.08279,1.13,9.22
1169,18.3,3.6,3.03,14.67,0.13,0.15,1240.0,1.07,0.13491,0.1,12.25
1170,18.3,3.6,3.03,16.8,0.19,0.95,171300.0,1.96,0.0325,0.1,25.83
1171,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.09437,9.8,216.0
1172,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.09504,0.1,26.15
1173,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.14756,6.42,202.25
1174,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0659,0.1,132.85
1175,13.7,3.48,2.56,15.12,0.15,0.21,58000.0,2.58,0.03611,11.0,230.06
1176,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0824,0.1,23.83
1177,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,4.7,54.89
1178,18.3,3.6,3.03,17.31,5.07,12.86,78800.0,1.12,0.01744,0.1,75.74
1179,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.17688,2.27,-2.66
1180,18.3,3.6,3.03,16.8,0.19,0.95,209000.0,2.13,0.0035,0.1,26.28
1181,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.02394,0.1,25.5
1182,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.1768,0.5,86.12
1183,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.05961,7.16,209.35
1184,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.22136,1.71,166.64
1185,18.3,3.6,3.03,16.8,0.19,0.95,101400.0,1.09,0.08164,4.1,235.5
1186,18.3,3.6,3.03,15.26,14.41,5.54,13500.0,1.06,0.15212,0.92,36.82
1187,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.1094,1.24,12.51
1188,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.00805,3.06,55.85
1189,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.13973,5.05,31.26
1190,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.0622,4.89,21.74
1191,18.3,3.6,3.03,16.8,0.19,0.95,209000.0,2.13,0.022,0.1,27.34
1192,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0874,0.1,23.82
1193,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0012,0.1,26.02
1194,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0229,0.1,30.49
1195,17.5,2.82,2.73,16.8,0.19,0.95,61400.0,1.05,0.08962,0.1,8.4
1196,18.3,3.6,3.03,16.8,0.19,0.95,1560000.0,1.03,0.0022,0.1,28.52
1197,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.18774,0.47,14.62
1198,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.0919,0.1,19.88
1199,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.06149,9.3,204.0
1200,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.15784,71.78,19.9
1201,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.0995,2.56,67.11
1202,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.2221,9.3,234.5
1203,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.044,0.4,42.69
1204,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.017,0.1,25.61
1205,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.04812,12.85,52.11
1206,18.3,3.6,3.03,16.06,0.22,0.47,297000.0,5.45,0.05889,0.1,57.07
1207,17.5,2.82,2.73,16.06,0.22,0.47,75600.0,1.05,0.09677,0.1,55.35
1208,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.04449,9.24,54.75
1209,17.5,2.82,2.73,16.8,0.19,0.95,424000.0,1.55,0.0435,0.1,25.5
1210,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.02074,13.51,150.0
1211,18.3,3.6,3.03,16.67,0.1,1.48,354000.0,1.02,0.13547,0.1,7.7
1212,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0056,8.27,217.04
1213,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.12659,0.1,-22.4
1214,14.2,5.27,5.19,15.11,15.72,38.81,20000.0,2.5,0.09737,0.1,34.2
1215,13.7,3.48,2.56,15.12,0.15,0.21,67100.0,1.1,0.07828,8.0,208.5
1216,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.19629,3.03,25.38
1217,14.9,5.29,2.86,18.2,4.73,4.42,37000.0,1.18,0.07223,25.0,19.7
1218,17.2,3.53,1.84,16.43,15.41,6.15,85200.0,1.02,0.20769,4.69,35.33
1219,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.08414,3.71,172.69
1220,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.02376,0.1,-33.1
1221,14.0,6.51,6.76,15.11,15.72,38.81,8000.0,1.6,0.37209,0.1,271.2
1222,18.3,3.6,3.03,16.8,0.19,0.95,111000.0,1.05,0.10377,0.1,21.27
1223,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.16581,0.1,24.51
1224,18.3,3.6,3.03,16.8,0.19,0.95,90000.0,1.04,0.00565,0.1,15.36
1225,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0525,0.1,26.17
1226,18.3,3.6,3.03,15.57,10.24,6.84,13500.0,1.06,0.19786,1.72,111.82
1227,14.0,6.51,6.76,15.11,15.72,38.81,6197.0,1.02,0.0461,0.1,134.85
1228,18.3,3.6,3.03,16.8,0.19,0.95,25000.0,1.06,0.044,0.1,5.7
1229,18.3,3.6,3.03,16.8,0.19,0.95,189000.0,1.02,0.0477,0.1,23.65
1230,13.7,3.48,2.56,15.12,0.15,0.21,108000.0,1.32,0.01339,5.4,180.01
1231,18.3,3.6,3.03,16.06,0.22,0.47,17300.0,1.06,0.2272,0.1,22.75
1232,15.2,2.6,3.31,15.93,5.63,13.17,252000.0,1.15,0.12159,0.1,3.25
1233,18.3,3.6,3.03,16.08,15.6,4.73,30740.0,1.06,0.1393,1.94,23.9
1234,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.15599,0.59,12.11
1235,18.3,3.6,3.03,15.51,10.18,6.73,13500.0,1.06,0.18284,1.04,10.99
1236,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,2.46,70.73
1237,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.22136,0.58,31.37
1238,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.0061,0.1,19.0
1239,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.1618,0.1,50.53
1240,18.3,3.6,3.03,14.88,12.73,8.02,4140.0,1.03,0.17331,1.93,106.96
1241,15.6,7.41,4.86,16.05,5.63,3.84,143000.0,1.04,0.1166,0.1,49.76
1242,18.3,3.6,3.03,16.07,0.18,0.55,13500.0,1.06,0.1234,1.49,18.28
1243,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.00718,6.02,197.42
1244,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.03667,0.1,23.82
1245,17.5,2.82,2.73,16.67,0.1,1.48,61400.0,1.05,0.08194,0.1,151.6
1246,18.3,3.6,3.03,16.08,15.6,4.73,90100.0,1.04,0.0519,1.55,42.9
1247,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00431,0.1,23.0
1248,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.076,5.8,223.0
1249,18.3,3.6,3.03,16.8,0.19,0.95,769500.0,1.28,0.03196,0.1,27.28
1250,18.3,3.6,3.03,16.06,0.22,0.47,17200.0,1.06,0.2308,0.1,23.37
1251,18.3,3.6,3.03,16.67,0.1,1.48,354000.0,1.02,0.04399,0.1,163.8
1252,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.0516,6.71,197.46
1253,17.5,2.82,2.73,15.89,4.11,5.7,61400.0,1.05,0.16924,0.1,12.1
1254,17.2,3.53,1.84,15.51,10.18,6.73,26900.0,1.06,0.19707,2.48,1.87
1255,13.7,3.48,2.56,14.52,0.14,0.16,41700.0,3.69,0.03479,13.1,150.0
1256,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03383,7.14,55.45
1257,18.3,3.6,3.03,16.8,0.19,0.95,142100.0,1.09,0.01161,0.1,18.98
1258,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.11488,6.21,197.11
1259,18.3,3.6,3.03,16.8,0.19,0.95,600000.0,1.1,0.04521,0.1,28.19
1260,15.6,7.41,4.86,16.05,5.63,3.84,227000.0,1.04,0.0338,0.1,52.83
1261,18.3,3.6,3.03,16.06,0.22,0.47,181000.0,1.06,0.1827,0.1,50.58
1262,17.2,3.53,1.84,15.57,10.24,6.84,10500.0,1.02,0.19985,2.03,-5.93
1263,16.3,9.79,7.12,15.11,15.72,38.81,10000.0,4.55,0.0091,0.1,32.29
1264,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.24359,0.76,85.73
1265,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.15915,9.05,30.37
1266,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.0762,0.1,22.37
1267,18.3,3.6,3.03,16.8,0.19,0.95,97200.0,1.06,0.09884,0.1,229.4
1268,18.3,3.6,3.03,16.06,0.22,0.47,20200.0,1.06,0.2044,0.1,25.7
1269,13.7,3.48,2.56,15.12,0.15,0.21,105000.0,2.44,0.00992,10.86,240.25
1270,18.3,3.6,3.03,16.8,0.19,0.95,670000.0,1.1,0.00886,0.1,218.99
1271,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0847,0.1,26.2
1272,18.3,3.6,3.03,16.8,0.19,0.95,25000.0,1.06,0.181,0.1,6.97
1273,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.0052,0.1,19.0
1274,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.04106,6.8,209.0
1275,13.7,3.48,2.56,15.12,0.15,0.21,383000.0,1.19,0.09437,7.4,199.0
1276,18.3,3.6,3.03,15.26,14.41,5.54,25000.0,1.06,0.17688,3.7,147.42
1277,18.3,3.6,3.03,15.59,5.93,7.25,233000.0,1.06,0.0043,0.1,159.4
1278,15.6,7.41,4.86,16.05,5.63,3.84,26900.0,1.11,0.2816,0.1,18.03
1279,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.16955,5.22,190.37
1280,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,1.61,233.32
1281,18.3,3.6,3.03,16.8,0.19,0.95,190000.0,1.04,0.00379,0.1,20.0
1282,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.2348,5.33,5.44
1283,18.3,3.6,3.03,16.8,0.19,0.95,346000.0,1.65,0.00558,0.1,20.0
1284,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.06089,4.8,224.0
1285,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.06592,5.05,29.32
1286,17.2,3.53,1.84,16.08,15.6,4.73,85200.0,1.02,0.16146,4.82,14.15
1287,18.3,3.6,3.03,15.3,2.65,0.56,123000.0,1.06,0.14,0.1,24.5
1288,18.3,3.6,3.03,16.59,4.81,2.08,235000.0,2.1,0.3315,0.1,40.35
1289,18.3,3.6,3.03,16.8,0.19,0.95,610000.0,1.08,0.03682,0.1,28.0
1290,17.2,3.53,1.84,15.26,14.41,5.54,26700.0,1.05,0.14329,3.59,28.75
1291,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.14369,1.01,54.39
1292,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,18.25,50.26
1293,18.3,3.6,3.03,16.8,0.19,0.95,400000.0,1.06,0.035,0.1,26.11
1294,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.05402,12.05,27.27
1295,18.3,3.6,3.03,16.8,0.19,0.95,200000.0,1.02,0.0494,0.1,23.81
1296,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.03563,61.34,43.96
1297,13.7,3.48,2.56,15.12,0.15,0.21,6500.0,1.04,0.21703,5.0,254.5
1298,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04417,9.62,222.0
1299,18.3,3.6,3.03,16.8,0.19,0.95,239000.0,2.78,0.0701,0.1,26.22
1300,18.3,3.6,3.03,15.3,2.65,0.56,2000000.0,1.3,0.008,0.1,33.88
1301,17.5,2.82,2.73,15.88,3.86,5.39,76500.0,1.1,0.05796,0.1,237.1
1302,18.3,3.6,3.03,16.8,0.19,0.95,286000.0,2.2,0.00699,0.1,23.92
1303,18.3,3.6,3.03,16.8,0.19,0.95,13200000.0,1.13,0.0224,0.1,32.08
1304,18.3,3.6,3.03,16.06,0.22,0.47,34900.0,1.06,0.09767,31.77,30.43
1305,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.01836,19.63,49.78
1306,17.5,2.82,2.73,15.89,4.11,5.7,29000.0,1.16,0.14216,0.1,-23.5
1307,18.3,3.6,3.03,15.51,10.18,6.73,22100.0,1.03,0.1141,0.6,85.24
1308,18.3,3.6,3.03,16.06,0.22,0.47,405000.0,2.83,0.0049,1.77,58.03
1309,18.3,3.6,3.03,16.06,0.22,0.47,31600.0,1.09,0.09681,13.05,28.78
1310,18.3,3.6,3.03,16.8,0.19,0.95,2700000.0,1.1,0.03926,0.1,30.91
1311,18.3,3.6,3.03,16.06,0.22,0.47,16100.0,1.06,0.09728,70.41,19.95
1312,13.7,3.48,2.56,15.12,0.15,0.21,52000.0,1.19,0.04261,9.12,216.98
1313,17.2,3.53,1.84,15.57,10.24,6.84,26900.0,1.06,0.16818,2.84,70.26
1314,13.8,3.38,4.26,13.81,0.19,0.17,11570.0,1.15,0.07023,0.1,158.0
1315,16.3,9.79,7.12,15.11,15.72,38.81,615000.0,2.04,0.13582,0.1,32.69
1316,18.3,3.6,3.03,16.06,0.22,0.47,250000.0,3.91,0.0378,5.6,55.47
1317,18.3,3.6,3.03,15.51,10.18,6.73,11700.0,1.03,0.16684,0.61,1.53
1318,18.3,3.6,3.03,16.43,15.41,6.15,90100.0,1.04,0.0995,4.52,66.32
1319,18.3,3.6,3.03,16.06,0.22,0.47,17500.0,1.06,0.23925,0.1,23.83
1320,18.3,3.6,3.03,15.26,14.41,5.54,22100.0,1.03,0.2242,0.54,143.3
1321,17.5,2.82,2.73,16.8,0.19,0.95,165000.0,1.2,0.0647,0.1,22.5
1322,18.3,3.6,3.03,17.31,5.07,12.86,78800.0,1.12,0.01002,0.1,74.24
1323,18.3,3.6,3.03,16.06,0.22,0.47,18700.0,1.06,0.0692,0.1,22.05
1324,14.0,6.51,6.76,15.11,15.72,38.81,3350.0,1.6,0.18182,0.1,156.6
1325,18.3,3.6,3.03,16.08,15.6,4.73,13500.0,1.06,0.1611,0.3,6.45
1326,18.3,3.6,3.03,15.26,14.41,5.54,8000.0,1.09,0.17688,0.75,-1.67
1327,13.8,3.38,4.26,15.76,9.75,19.72,74000.0,1.48,0.83988,0.1,40.0
1328,17.5,2.82,2.73,16.8,0.19,0.95,604000.0,1.73,0.055,0.1,27.4
